gene	celltype	trend_class	score	RNA_mean	RNA_rho	CaH_RNA	CaB_RNA	CaT_RNA	H3K27ac_mean	H3K27ac_rho	CaH_K27ac	CaB_K27ac	CaT_K27ac	H3K27me3_mean	H3K27me3_rho	CaH_K27me3	CaB_K27me3	CaT_K27me3	H3K9me3_mean	H3K9me3_rho	CaH_K9me3	CaB_K9me3	CaT_K9me3
P3H2-AS1	STR D1 MSN	DOWN	1.7373708111937822	0.0490218922495842	0.17611936433053954	0.06004000082612038	0.047560617327690125	0.03946507349610329	3.9756119804224e-05	-0.14705167629190732	4.1328694351250306e-05	3.9936581742949784e-05	2.8592286980710924e-05	1.085193161998177e-05	0.615478343544203	7.826000910426956e-06	1.4920180547051132e-05	1.3729594684264157e-05	1.4543094039254356e-05	0.6003451604493775	1.324552886217134e-05	1.189823160530068e-05	3.5773380659520626e-05
HSD11B1-AS1	STR D1 MSN	DOWN	1.7319790781808213	0.04650871828198433	-0.2993804743711015	0.05781862139701843	0.043266233056783676	0.03844127804040909	6.88857016939437e-06	0.6850966075546326	8.772004548518453e-06	5.1564811656135134e-06	4.727389296022011e-06	1.8546052160672843e-05	0.35874881403092596	1.7872293028631248e-05	2.051811316050589e-05	1.6013518688851036e-05	2.06812492251629e-05	0.47233816270782264	1.782237086445093e-05	2.2856156647321768e-05	3.039243892999366e-05
HERPUD1	STR D1 MSN	DOWN	1.7292659083589514	0.10326185822486877	0.34092949014495044	0.11725567281246185	0.11119087785482407	0.08133894950151443	7.716728578088805e-05	-0.8204890122253058	7.915074820630252e-05	7.849481335142627e-05	5.6756831327220425e-05	3.432085577514954e-06	0.568407185402409	4.064745098730782e-06	3.101716856690473e-06	1.2821607242585742e-06	6.1596288105647545e-06	0.4171299654931842	6.216410383785842e-06	5.368920938053634e-06	9.42905080592027e-06
ZBTB20-AS5	STR D1 MSN	DOWN	1.7283041841594444	0.06290469318628311	0.42766942308727024	0.07945603132247925	0.06549195945262909	0.043766096234321594	9.036101255333051e-05	-0.8231140778519463	0.00010074346209876239	8.229038212448359e-05	6.994600698817521e-05	2.117837766490993e-06	0.7765259175985688	1.4259961744755856e-06	3.2990396903187502e-06	2.0286197468522005e-06	3.109138788204291e-06	0.5326569828383847	2.618236976559274e-06	3.7049110233056126e-06	3.746926722669741e-06
SLC20A1	STR D1 MSN	DOWN	1.7061785158992229	0.1245843768119812	0.36825757842648543	0.15006889402866364	0.12727436423301697	0.09640999138355255	5.448332740343176e-05	-0.42695117377934455	5.592826710199006e-05	5.528641850105487e-05	4.055842509842478e-05	4.873454145126743e-06	0.6453504343662554	3.320339374113246e-06	6.477211627498036e-06	7.791984899085946e-06	7.209428076748736e-06	0.4899597186591879	7.158022981457179e-06	6.330421911115991e-06	1.1636535418801941e-05
CD55	STR D1 MSN	DOWN	1.702833207367438	0.022313708439469337	-0.6146404457680472	0.032103605568408966	0.018730662763118744	0.016106851398944855	2.196790046582464e-05	0.3278016950423761	2.4114693587762304e-05	1.9937811885029078e-05	1.9825569324893877e-05	3.0347975553013384e-05	-0.512774319357984	2.7970916562480852e-05	3.494325574138202e-05	2.8443653718568385e-05	2.018683335336391e-05	0.26093302332558316	1.8330883904127404e-05	2.067149762297049e-05	3.078608642681502e-05
STAT4	STR D1 MSN	DOWN	1.6988648293944075	0.24786095321178436	-0.1593435213403043	0.2918727993965149	0.2600332200527191	0.1916773021221161	4.634056313079782e-05	-0.6146583664591615	4.791970786754973e-05	4.7904868551995605e-05	2.7172382033313625e-05	8.820387847663369e-06	0.4371282478224287	7.307162377401255e-06	1.0334350008633919e-05	1.1808588169515133e-05	1.2899197827209719e-05	0.23116856332138858	1.1811715012299828e-05	1.2856132343586069e-05	2.062463499896694e-05
CCDC175	STR D1 MSN	DOWN	1.695236693872527	0.061676207929849625	-0.40141718889229555	0.07384663820266724	0.056498486548662186	0.054683513939380646	3.832352376775816e-05	-0.12997374934373362	4.2599396692821756e-05	3.580798511393368e-05	2.5265373551519588e-05	9.60749457590282e-06	0.6486651896282549	6.0115926316939294e-06	1.3795142876915634e-05	1.4952551282476634e-05	1.1134195119666401e-05	0.559500678385809	9.156584383163135e-06	1.1298363460809924e-05	2.405988925602287e-05
LINC02966	STR D1 MSN	DOWN	1.687422658242392	0.051498088985681534	-0.21527421888800544	0.0707891657948494	0.04251602664589882	0.04118902236223221	4.623847780749202e-05	0.35353783844596115	5.123887240188196e-05	4.242519207764417e-05	3.59820005542133e-05	6.219640636118129e-05	0.08754218855471388	5.8171612181467935e-05	6.425466563086957e-05	7.600279786856845e-05	3.8845017115818337e-05	0.6506922673066826	3.682596070575528e-05	3.605654637794942e-05	6.573355494765565e-05
SATB1	STR D1 MSN	DOWN	1.685149272494834	0.05930255353450775	0.32975858711348227	0.07163280248641968	0.06420362740755081	0.042071208357810974	5.789417264168151e-05	-0.8666106652666318	6.162989302538335e-05	5.7079927501035854e-05	3.852503141388297e-05	9.253920325136278e-06	0.2765124128103203	8.585059731558431e-06	1.1166360309289303e-05	6.8745703174499795e-06	1.0048904186987784e-05	0.6577166509096621	1.0337334060750436e-05	8.696759323356673e-06	1.4315726730274037e-05
TCEAL2	STR D1 MSN	DOWN	1.6731370143628053	0.07405966520309448	0.26823975589982246	0.08506235480308533	0.0700128972530365	0.06710369884967804	4.022913708467968e-05	-0.7983244581114528	4.279505446902476e-05	4.0065937355393544e-05	2.4646064048283733e-05	1.4439400729315821e-05	0.8012340434408365	1.2152406270615757e-05	1.0769047548819799e-05	3.6689129046862945e-05	0.0	0.0	0.0	0.0	0.0
CRB1	STR D1 MSN	DOWN	1.6688628461105108	0.13092893362045288	0.3111974752655545	0.15226058661937714	0.14016126096248627	0.10036487877368927	3.873090463457629e-05	-0.5480477011925299	4.183889541309327e-05	3.702172398334369e-05	2.855346792784985e-05	4.0051281757769175e-06	0.3770427368227171	4.102654656890081e-06	3.77426340492093e-06	4.209236067254096e-06	8.17385171103524e-06	0.4846717238449797	7.74204181652749e-06	7.026735147519503e-06	1.6475389202241786e-05
SYT6	STR D1 MSN	DOWN	1.666967830951141	0.10064467787742615	0.41270280188122016	0.11590723693370819	0.10177911072969437	0.08424779772758484	0.00012781577243003994	-0.9233015825395635	0.0001360739697702229	0.00012370009790174663	9.83204590738751e-05	4.061918843945023e-06	0.39768453653180247	4.913468728773296e-06	2.8942674816789804e-06	3.319879851915175e-06	8.342518412973732e-06	0.5340714635504116	6.385158940247493e-06	8.673895536048803e-06	2.0353512809379026e-05
SPCS3	STR D1 MSN	DOWN	1.6564572471017853	0.19433444738388062	0.1673627206550558	0.214269757270813	0.20234157145023346	0.1663922667503357	4.716908006230369e-05	-0.6464906622665567	5.057015368947759e-05	4.6644825488328934e-05	2.8286756787565537e-05	9.540495739202015e-06	0.2621605202242808	9.058239811565727e-06	9.974194654205348e-06	1.0637972081894986e-05	9.91838260233635e-06	0.5073805137000945	8.418580364377704e-06	9.46040017879568e-06	2.2419051674660295e-05
RMDN2-AS1	STR D1 MSN	DOWN	1.6432655172251966	0.06182249262928963	0.4294205774579187	0.07368958741426468	0.07435812056064606	0.03741974011063576	3.278897565905936e-05	-0.22392559813995352	3.3471762435510755e-05	3.2707484933780506e-05	2.8861662940471433e-05	1.5597288438584656e-05	0.6827555688892223	1.3936564755567815e-05	1.5621604688931257e-05	2.374938594584819e-05	2.0577756004058756e-05	0.28695117377934454	1.9003387933480553e-05	2.0522564227576368e-05	3.172885408275761e-05
LINC01322	STR D1 MSN	DOWN	1.6152195398243765	1.2066853046417236	-0.15239632904196682	1.3707093000411987	1.267748475074768	0.981598436832428	0.00011180946603417397	-0.9069496737418438	0.00011555543460417539	0.00011368493142072111	7.689723861403763e-05	1.7717131868266733e-06	0.6187983205044748	1.6095384580694372e-06	1.5092492731128004e-06	3.3560079373273766e-06	7.869701221352443e-06	0.6333085731993283	7.106409611878917e-06	7.47797503208858e-06	1.4966412891226355e-05
LMO4	STR D1 MSN	DOWN	1.6141772886270334	0.14147822558879852	0.32067508710654874	0.18281657993793488	0.12375044822692871	0.11786751449108124	0.00017017738719005138	-0.9231695792394811	0.00018511948292143643	0.00016572770255152136	9.957151632988825e-05	2.6893623726209626e-05	0.30018450461261537	2.5565621399437077e-05	2.82779656117782e-05	2.9350179829634726e-05	2.1596288206637837e-05	0.6773362698353081	2.0111796402488835e-05	2.3030464944895357e-05	2.5226963771274313e-05
MAN1A1	STR D1 MSN	DOWN	1.6085672382492544	1.3438574075698853	-0.19531703140834747	1.565744400024414	1.420576572418213	1.0452519655227661	0.00012875880929641426	-0.9340583514587866	0.00013956484326627105	0.00012692625750787556	6.97265422786586e-05	3.249528845117311e-06	0.1903720856442268	3.1122895052249078e-06	3.178346787535702e-06	4.141037152294302e-06	1.3635654795507435e-05	0.2756150272900148	1.3678863979293965e-05	1.3180123460188042e-05	1.544654878671281e-05
INHBA-AS1	STR D1 MSN	DOWN	1.6082348155135604	0.15109510719776154	0.20857560964382416	0.18861642479896545	0.15106195211410522	0.11360675096511841	0.0001299449650105089	-0.8775159378984477	0.0001376222789986059	0.00012572298874147236	0.0001048033736879006	3.916319201380247e-06	0.21284907149392557	3.403678874747129e-06	5.299476470099762e-06	2.3385632630379405e-06	6.3853804022073746e-06	0.2641965838905928	5.527341727429302e-06	6.856517757114489e-06	1.0141231541638263e-05
