gene	celltype	trend_class	score	RNA_mean	RNA_rho	CaH_RNA	CaB_RNA	CaT_RNA	H3K27ac_mean	H3K27ac_rho	CaH_K27ac	CaB_K27ac	CaT_K27ac	H3K27me3_mean	H3K27me3_rho	CaH_K27me3	CaB_K27me3	CaT_K27me3	H3K9me3_mean	H3K9me3_rho	CaH_K9me3	CaB_K9me3	CaT_K9me3
PDZRN4	STR D1 MSN	UP	2.750998838593486	0.03215961530804634	-0.26381400135813465	0.0115731256082654	0.014938377775251865	0.0699673667550087	2.411331661278382e-05	0.3892192304807621	1.890521525638178e-05	2.7546419005375355e-05	3.7894511478953063e-05	6.935251440154389e-05	-0.7013815345383635	7.929486309876665e-05	5.960591079201549e-05	4.912236181553453e-05	5.18209308211226e-05	0.48589664741618555	5.305187005433254e-05	4.84971133118961e-05	5.869839878869243e-05
TRHDE	STR D1 MSN	UP	2.740736079621241	0.07049443572759628	-0.32001878812071866	0.022802719846367836	0.07193285971879959	0.11674778163433075	4.6876964916009456e-05	0.25539488487212186	4.0795184759190306e-05	4.965488915331662e-05	7.005334191489965e-05	9.286684871767648e-06	0.0508850810899688	1.3492406651494093e-05	3.7944184896332445e-06	4.804390755452914e-06	2.1474035747814924e-05	0.049097727443186086	2.3643913664272986e-05	1.784844971552957e-05	2.3250348021974787e-05
SEMA3E	STR D1 MSN	UP	2.593058239181449	0.09910310059785843	-0.48108797853500085	0.04767424240708351	0.058031268417835236	0.19160376489162445	1.5243196685332805e-05	0.43519408868193343	1.3965393009129912e-05	1.4398502571566496e-05	2.8330943678156473e-05	6.732522160746157e-05	-0.4923348083702093	7.212425407487899e-05	6.725128332618624e-05	4.377886580186896e-05	7.348045619437471e-05	0.30485412135303386	7.196917431429029e-05	7.62503914302215e-05	7.111012382665649e-05
COL27A1	STR D1 MSN	UP	2.569401861309941	0.040845178067684174	-0.3859179945404291	0.016467073932290077	0.0208117738366127	0.0852566808462143	5.889651583856903e-05	0.29935198379959504	5.6327971833525226e-05	5.656731082126498e-05	8.883682312443852e-05	3.816022217506543e-05	-0.2904597614940374	4.105125117348507e-05	3.865466715069488e-05	2.237135049654171e-05	2.0364905140013434e-05	0.45139728493212333	2.13843522942625e-05	1.833383066696115e-05	2.2717473257216625e-05
SCARA3	STR D1 MSN	UP	2.5547428083193995	0.03274610638618469	-0.5352593957300047	0.017180336639285088	0.030341073870658875	0.050716888159513474	5.163821333553642e-05	0.15578489462236558	4.2616120481397957e-05	5.9594189224299043e-05	6.395427044481039e-05	2.649725865921937e-05	-0.42360459011475293	3.616685717133805e-05	1.672279177000746e-05	7.700358764850534e-06	1.682418405835051e-05	0.5318427960699018	1.914157110149972e-05	1.4440505765378475e-05	1.182749019790208e-05
HSD11B2	STR D1 MSN	UP	2.5353027326836135	0.0641636773943901	-0.38164735726778126	0.022870996966958046	0.03268716484308243	0.13693282008171082	7.502872176701203e-05	0.627420685517138	7.098117202986032e-05	7.296849798876792e-05	0.0001129437587223947	3.4129081996070454e-06	0.555648643141195	3.454124680501991e-06	3.6649987578130094e-06	2.4585265236964915e-06	4.079970949533163e-06	0.6232339534398376	4.3065401769126765e-06	3.83052793040406e-06	3.6673714021162596e-06
ACP7	STR D1 MSN	UP	2.4691802455315703	0.026071667671203613	-0.5911192787504057	0.011416895315051079	0.014908893965184689	0.05188920721411705	7.435854786308482e-05	0.08132153303832597	6.282450340222567e-05	8.35423415992409e-05	9.578461322234944e-05	6.452632078435272e-06	0.21679239537785874	6.229622613318497e-06	7.71033955970779e-06	3.8138900890771765e-06	7.506008387281327e-06	0.6199403834297091	7.3745900408539455e-06	6.550631042046007e-06	1.2840592717111576e-05
RASGRF2	STR D1 MSN	UP	2.4576896536656108	0.8980312347412109	0.2829009139015832	0.5142125487327576	0.789957582950592	1.3899229764938354	5.711314588552341e-05	-0.15230480762019052	4.454997542779893e-05	6.801549170631915e-05	7.527630077674985e-05	7.123233899619663e-06	0.0157331206754196	9.478446372668259e-06	4.671290298574604e-06	2.7567703000386246e-06	1.0094998287968338e-05	0.47639059108116943	9.82599794951966e-06	9.485147529630922e-06	1.478130798204802e-05
KCNK13	STR D1 MSN	UP	2.4554792220601267	0.04517972841858864	-0.4403578901303098	0.015759948641061783	0.023711638525128365	0.09606756269931793	4.380552491056733e-05	0.41162979074476863	4.248114055371843e-05	4.3405103497207165e-05	5.463713750941679e-05	4.0050737879937515e-05	0.22816920423010578	4.621989501174539e-05	3.4462787880329415e-05	2.612895332276821e-05	3.276998540968634e-05	0.5916282907072677	3.5138113162247464e-05	2.8480666514951736e-05	3.624840246629901e-05
RUBCNL	STR D1 MSN	UP	2.4442688797216783	0.031595829874277115	-0.6314831220250959	0.020062699913978577	0.023352842777967453	0.05137195438146591	3.4573105949675664e-05	0.20079052569773262	3.307068254798651e-05	3.428625132073648e-05	4.589746458805166e-05	2.712418427108787e-05	-0.7387894697367435	3.277630094089545e-05	2.510990816517733e-05	5.1277106649649795e-06	1.835595139709767e-05	-0.17276013378840704	2.1270656361593865e-05	1.5188462384685408e-05	1.2855772183684167e-05
CCDC150	STR D1 MSN	UP	2.3829535288739185	0.0453527495265007	-0.41344806887313057	0.019574882462620735	0.04221923649311066	0.07426415383815765	1.8373770217294805e-05	0.1982569564239106	1.516690190328518e-05	2.051526644208934e-05	2.6700727175921202e-05	1.8269787688041106e-05	0.24273156828920725	2.057683923339937e-05	1.616008194105234e-05	1.312328822677955e-05	3.231759910704568e-05	-0.022302557563939097	3.1365831091534346e-05	3.380578345968388e-05	3.201146319042891e-05
MT2A	STR D1 MSN	UP	2.382546345702792	0.0313851423561573	-0.34295935169436637	0.015280264429748058	0.01997627131640911	0.05889887735247612	7.739827560726553e-05	0.6456011400285008	7.355951674981043e-05	7.959447975736111e-05	8.947899186750874e-05	2.4693568775546737e-05	0.35942398559964	2.4763523470028304e-05	2.581937769718934e-05	2.0996565581299365e-05	1.7042688341462053e-05	0.7570623250338915	1.3968216080684215e-05	1.7979615222429857e-05	3.3980104490183294e-05
LRFN2	STR D1 MSN	UP	2.368308809086484	0.05471203476190567	-0.47852498602427035	0.03514174371957779	0.03716069832444191	0.09183371067047119	3.1198451324598864e-05	0.5105977649441236	2.8243450287845917e-05	3.1575695174979046e-05	4.8054265789687634e-05	3.57227872882504e-05	-0.23177529438235958	4.156229624641128e-05	3.2250783988274634e-05	1.7136766473413445e-05	2.2165591872180812e-05	0.24597764944123607	2.07244938792428e-05	2.303969995409716e-05	2.809001125569921e-05
WLS	STR D1 MSN	UP	2.3118886479511174	0.08877614140510559	-0.3185679769014024	0.05747222900390625	0.0918746367096901	0.11698160320520401	4.752292443299666e-05	-0.25395184879621996	3.8787464291090146e-05	5.346953184925951e-05	6.955421849852428e-05	2.8681128242169507e-05	-0.6391119777994451	3.4120377677027136e-05	2.5780373107409105e-05	1.037693346006563e-05	1.1814050594693981e-05	0.6200804321321491	1.0181755897065159e-05	1.4297338566393591e-05	1.1608265594986733e-05
TRIM36	STR D1 MSN	UP	2.2895811701506297	0.07521742582321167	-0.25344028298317456	0.04834949970245361	0.06670748442411423	0.11059524863958359	5.227686870057369e-06	0.4982321235116681	4.902298314846121e-06	5.1748570513154846e-06	7.626787464687368e-06	1.3432837477012072e-05	-0.0026730668266706677	1.669553603278473e-05	1.1136026841995772e-05	4.110504960408434e-06	1.8258917407365516e-05	0.003567089177229431	2.0391520592966117e-05	1.551136483612936e-05	1.622625313757453e-05
CKMT2	STR D1 MSN	UP	2.167267523956087	0.07342249155044556	-0.24247425096646458	0.05095989257097244	0.062493011355400085	0.10681454837322235	3.4184326068498194e-05	0.5590129753243832	3.300889511592686e-05	3.370084232301451e-05	4.453448855201714e-05	4.574557351588737e-06	0.14620116774823805	6.178004241519375e-06	3.0234764381020796e-06	1.249995420948835e-06	8.129831257974729e-06	0.29201556821468455	9.319277523900382e-06	5.94076936977217e-06	1.0037553693109658e-05
COL25A1	STR D1 MSN	UP	2.160553109551698	1.5812937021255493	0.24579777626330016	1.2360297441482544	1.597915530204773	1.9099361896514893	2.8160038709756918e-05	0.32135603390084755	2.4446084353257902e-05	2.8688713427982293e-05	4.90320089738816e-05	9.039828000823036e-06	0.09431226375188173	1.3779862456431147e-05	3.5950233723269776e-06	1.770125550137891e-06	6.403995939763263e-06	0.2554512367918548	6.683213086944306e-06	6.607169780181721e-06	3.5306131849210942e-06
PDE4C	STR D1 MSN	UP	2.1507662920760424	0.023226387798786163	-0.5780485219011289	0.01394333690404892	0.017797106876969337	0.03793869912624359	9.686830890132114e-05	-0.11380784519612992	9.215075260726735e-05	9.894885442918167e-05	0.00011527312017278746	3.1093586585484445e-05	0.41936398409960257	3.169134652125649e-05	3.208528141840361e-05	2.5181883756886236e-05	2.5213539629476145e-05	0.8316747180723946	1.9846662326017395e-05	2.9049624572508037e-05	4.458694456843659e-05
LRRC8A	STR D1 MSN	UP	2.130690005633841	0.05873794108629227	-0.5114748774143161	0.045986998826265335	0.04813360422849655	0.0820932611823082	6.890193617437035e-05	-0.06941273531838298	6.743503763573244e-05	6.828026380389929e-05	8.192348468583077e-05	1.1951333362958394e-06	0.5627236238595763	1.0318859722246998e-06	1.8683417692955118e-06	0.0	3.056511786780902e-06	0.7073996859025168	1.9993788100691745e-06	4.065112079842947e-06	5.700770088878926e-06
TAFA1	STR D1 MSN	UP	2.0951965090651434	0.06519715487957001	-0.5061825176931464	0.04192642495036125	0.04970938712358475	0.10395564138889313	3.6778965295525268e-06	0.5915525024570417	2.7317419153405353e-06	4.439337317307945e-06	5.388940280681709e-06	4.893112782156095e-05	-0.6133593339833496	5.276531373965554e-05	4.484153396333568e-05	4.211377745377831e-05	4.256213651387952e-05	-0.00141153528838221	4.3130479753017426e-05	4.298641215427779e-05	3.6664237995864823e-05
C10orf90	STR D1 MSN	UP	2.0949241766827327	0.022738533094525337	-0.5421426227651173	0.012882762588560581	0.018621185794472694	0.036711640655994415	1.6565496480325237e-05	0.5145916366789509	1.482617972214939e-05	1.68044280144386e-05	2.6389952836325392e-05	2.4923469027271494e-05	0.44241806045151133	2.6533118216320872e-05	2.263282658532262e-05	2.376924931013491e-05	1.5477895431104116e-05	0.39315172622508066	1.5406707461806946e-05	1.5043029634398408e-05	1.7984728401643224e-05
SNAP29	STR D1 MSN	UP	2.0753056411300888	0.05927412584424019	-0.5027927009660291	0.04405523091554642	0.047512512654066086	0.08625468611717224	6.331071926979348e-05	-0.3415180379509488	5.369953942135908e-05	7.208174793049693e-05	7.47299418435432e-05	1.7428484397896682e-06	0.5500904470810538	1.8311881149202236e-06	1.7960645664061303e-06	1.146974341281748e-06	3.9196947909658775e-06	0.7037235022023769	2.942651462944923e-06	4.308596089686034e-06	8.880018867785111e-06
TRPC4	STR D1 MSN	UP	2.059111558756021	0.18841922283172607	-0.18558984072134457	0.11475864052772522	0.16479192674160004	0.28570711612701416	4.175994763500057e-05	-0.08920123003075078	3.6066041502635926e-05	4.61735762655735e-05	5.3027346439193934e-05	6.14597047388088e-06	0.3615791996491044	6.966579348954838e-06	5.282010533846915e-06	4.653302312362939e-06	1.6332422092091292e-05	0.4656656416410411	1.475164208386559e-05	1.6533669622731395e-05	2.6340023396187462e-05
GRIN2A	STR D1 MSN	UP	2.0373758649908624	1.160724401473999	0.27068695713897406	0.8143607974052429	1.1166995763778687	1.5511118173599243	8.566593896830454e-05	-0.47472436810920277	7.71784398239106e-05	9.15586861083284e-05	0.00010640965774655342	6.227257472346537e-06	0.06565510391103159	8.97677364264382e-06	2.9318923679966247e-06	2.4182158995245118e-06	1.0312366612197366e-05	0.5251016435182974	9.638963092584163e-06	1.1258587619522586e-05	1.0589978046482429e-05
ZNF48	STR D1 MSN	UP	2.0272759196865153	0.02627054788172245	-0.607881635797459	0.017852280288934708	0.025402331724762917	0.03555702045559883	5.125275856698863e-05	-0.040702017550438764	4.78296606161166e-05	5.3675081289839e-05	5.935594526818022e-05	1.4902623206580756e-06	0.4040528313129368	1.6550386590097332e-06	1.5739739183118218e-06	4.25085431743355e-07	3.856886451103492e-06	0.6747919876429938	3.835999905277276e-06	2.9496370643755654e-06	8.203636753023602e-06
PTGDR	STR D1 MSN	UP	2.020849794501028	0.06852305680513382	-0.4375125883277524	0.05184962600469589	0.054769981652498245	0.09894964843988419	2.74781632469967e-05	0.7734847072884674	2.4962615498225205e-05	2.6604671802488156e-05	4.870129487244412e-05	4.518606510828249e-05	-0.6291307282682068	5.069592589279637e-05	4.06281506002415e-05	3.146374729112722e-05	3.50641057593748e-05	0.05989649741243532	3.679802830447443e-05	3.323428609292023e-05	3.153991201543249e-05
HSD17B14	STR D1 MSN	UP	1.9949208575435886	0.053014401346445084	-0.4376566297390828	0.03836704045534134	0.04145875573158264	0.07921744883060455	5.834393959958106e-05	-0.20449111227780697	5.750872878707014e-05	5.8211491705151275e-05	6.448329804698005e-05	2.1323739929357544e-06	0.7167713385975173	1.2650575627048966e-06	2.4153582671715412e-06	5.5854384299891535e-06	4.276797881175298e-06	0.47604015116705434	4.255985913914628e-06	4.550553057924844e-06	3.1528313684248133e-06
COX5B	STR D1 MSN	UP	1.9732229375925456	0.11287784576416016	0.37729969932355056	0.07669613510370255	0.09981372952461243	0.1621236801147461	4.054842429468408e-05	-0.44631365784144605	3.3676533348625526e-05	4.654469739762135e-05	5.029434396419674e-05	2.1004841528338147e-06	0.5195053514931158	1.6944152321229922e-06	3.0723290365131106e-06	1.2190917004772928e-06	4.722304765891749e-06	0.7737763013155123	3.851836027024547e-06	5.645807050314033e-06	6.468914307333762e-06
SKA2	STR D1 MSN	UP	1.9438901770654076	0.03592692315578461	-0.37295776856555246	0.026561440899968147	0.035055454820394516	0.046163905411958694	2.1442010620376095e-05	0.11407827975134499	1.735623663989827e-05	2.4567581931478344e-05	2.9766044463030994e-05	1.2185705600131769e-05	0.19309382734568364	1.2701827472483274e-05	1.260898443433689e-05	8.36985509522492e-06	7.704810741415713e-06	0.6947432438320827	6.600421784241917e-06	7.880885277700145e-06	1.4532178283843677e-05
SIMC1	STR D1 MSN	UP	1.9410048674061169	0.22036689519882202	-0.14421354070395184	0.19362765550613403	0.19383613765239716	0.2736368477344513	1.731385236780625e-05	0.03640105667776279	1.1731159247574396e-05	2.2400290617952123e-05	2.399396908003837e-05	2.7407249945099466e-06	0.31974715394634956	3.2592261050012894e-06	2.13213320421346e-06	1.9841936591546983e-06	4.0185582292906474e-06	0.6497596630228324	3.1040949579619337e-06	3.7737665934400866e-06	1.1480933608254418e-05
GALNT14	STR D1 MSN	UP	1.936891346482414	0.0738498866558075	-0.4868189840115363	0.05847027152776718	0.06885527074337006	0.09422414749860764	9.508054972684477e-06	0.7623348952739067	8.347299626620952e-06	8.864164556143805e-06	2.0686791685875505e-05	0.00013435071741696447	-0.843361584039601	0.0001405515067745	0.00013396753638517112	0.00010478312469786033	0.00010200652468483895	-0.2880237005925148	0.00011181720037711784	9.283869439968839e-05	7.657612150069326e-05
LINC00958	STR D1 MSN	UP	1.894933114271808	0.03607138618826866	-0.2217255892689878	0.027323482558131218	0.034851688891649246	0.046038951724767685	1.9404520571697503e-05	0.39602190054751374	1.577106559125241e-05	2.082157152472064e-05	3.4646483982214704e-05	7.353325054282323e-05	-0.23104327608190212	7.562913378933445e-05	7.49837199691683e-05	5.8836583775701e-05	8.572861406719312e-05	-0.5835760894022352	9.279531514039263e-05	8.078364771790802e-05	5.9727444750024006e-05
SLC35G1	STR D1 MSN	UP	1.8883847941252434	0.03471408411860466	-0.6240704946845191	0.025792086496949196	0.031290434300899506	0.04705975204706192	2.5689188987598754e-05	0.21086410067656952	2.012264303630218e-05	3.0195982617442496e-05	3.560042750905268e-05	1.166374386230018e-05	0.3105096502017216	1.18512516564806e-05	1.2927471289003734e-05	6.974046755203744e-06	1.776507451722864e-05	0.08693617340433511	1.677643922448624e-05	1.954285107785836e-05	1.6372581740142778e-05
SLC2A14	STR D1 MSN	UP	1.8807409388285012	0.024614034220576286	-0.6514679527056001	0.014890950173139572	0.016385218128561974	0.042565952986478806	4.2613472032826394e-05	0.17349733743343587	4.192709820927121e-05	4.2141382436966524e-05	4.9748909077607095e-05	1.5539335436187685e-05	0.09890947273681842	1.537171374366153e-05	1.7438640497857705e-05	1.0716828910517506e-05	8.307067218993325e-06	0.6653988747475575	8.787737897364423e-06	7.2717293733148836e-06	9.776065780897625e-06
TIPIN	STR D1 MSN	UP	1.869792976172554	0.05163348838686943	-0.32113255651517614	0.03840980678796768	0.04008563235402107	0.07640501856803894	2.6049663574667647e-05	0.32179854496362414	2.497886998753529e-05	2.642140862008091e-05	3.080528404098004e-05	1.8725568224908784e-06	0.47146866104542556	1.2841227317039738e-06	2.548549900893704e-06	2.7748244519898435e-06	3.3798312415456166e-06	0.2747591974772179	4.0353443182539195e-06	2.7855592179548694e-06	1.595897401784896e-06
MYOM1	STR D1 MSN	UP	1.8565557064684193	0.09121815860271454	-0.15840933896409415	0.07128073275089264	0.0741921216249466	0.12818162143230438	6.0092097555752844e-05	-0.0532198304957624	5.591891749645583e-05	6.342961569316685e-05	6.77592761348933e-05	4.9836835387395695e-06	0.3706597073575037	5.9944172789982986e-06	4.5037304516881704e-06	1.406570504514093e-06	6.8268386712588836e-06	0.35412860126704	7.012932201178046e-06	5.674478416040074e-06	1.087649889086606e-05
SULT1A2	STR D1 MSN	UP	1.852854902994301	0.03871450573205948	-0.3184218509315597	0.02634967863559723	0.03137977048754692	0.058414094150066376	4.1383333154954016e-05	0.10841071026775673	3.9609982195543125e-05	4.1590097680455074e-05	5.161225999472663e-05	7.57057523514959e-06	0.6998771998950235	7.367105808953056e-06	8.908050403988454e-06	4.597641236614436e-06	5.5268246796913445e-06	0.7084407264224636	6.034657417330891e-06	4.313378212827956e-06	7.632786946487613e-06
OPCML	STR D1 MSN	UP	1.8382552769870006	2.8192529678344727	0.24744785632199495	2.3300979137420654	2.8790719509124756	3.2485876083374023	4.1384933865629137e-05	0.6566969174229356	3.7830373912584037e-05	4.077586709172465e-05	6.777713861083612e-05	8.255878128693439e-06	-0.23370068848160777	1.2769456589012407e-05	2.236824684587191e-06	3.816779553744709e-06	7.1669546741759405e-06	0.34994540743175334	9.47079843172105e-06	4.29154715675395e-06	4.541495854937239e-06
CD302	STR D1 MSN	UP	1.8364756788189078	0.10745954513549805	-0.2801406181587446	0.08701054006814957	0.1008513942360878	0.13451668620109558	4.447893297765404e-05	-0.1663226580664517	4.110132431378588e-05	4.7252822696464136e-05	5.026648432249203e-05	1.3647690138895996e-05	-0.21959357218690972	1.9443103155936114e-05	8.096096280496567e-06	1.4691813703393564e-06	1.1942230230488349e-05	0.39209374344929576	1.1197115782124456e-05	1.3974695320939645e-05	7.68483369029127e-06
LINC02125	STR D1 MSN	UP	1.8351659510011076	0.04277551919221878	-0.19115718521476557	0.03351622819900513	0.04085775092244148	0.053952593356370926	1.00674315035576e-05	0.5924653930735092	8.288780009024777e-06	1.0049569937109482e-05	2.1622750864480622e-05	1.4799127711739857e-05	0.5226635125866687	1.4173797353578266e-05	1.5271694792318158e-05	1.648959005251527e-05	3.3959098800551146e-05	0.1557698942473562	3.620634015533142e-05	3.2096144423121586e-05	2.7036177925765514e-05
ARL9	STR D1 MSN	UP	1.7918975851373546	0.025503551587462425	-0.5627512470438315	0.01915956474840641	0.021222442388534546	0.036128636449575424	7.050337444525212e-05	0.02011100277506938	6.27756817266345e-05	7.576429197797552e-05	8.999114652397111e-05	7.774457117193379e-06	0.24974302453667405	8.604349204688333e-06	6.775876954634441e-06	6.636469151999336e-06	1.1668780643958598e-05	0.4421916979630339	1.1675459973048419e-05	9.694505024526734e-06	2.0767023670487106e-05
SULF1	STR D1 MSN	UP	1.789468130489058	0.05644398555159569	-0.4255482788577632	0.038980163633823395	0.038807544857263565	0.0915442556142807	1.829950815590564e-05	0.275392944640853	1.7314729120698757e-05	1.8551969333202578e-05	2.3187607439467683e-05	5.8904606703436e-05	-0.042853071326783176	6.228937127161771e-05	5.7434004702372476e-05	4.651904237107374e-05	3.7795562093378976e-05	0.7133938348458713	3.813500006799586e-05	3.6453282518777996e-05	4.1664123273221776e-05
CAPN14	STR D1 MSN	UP	1.743244243866916	0.022212715819478035	-0.3371770524023629	0.019516542553901672	0.020779335871338844	0.026342278346419334	1.1937128874706104e-05	0.6913809130688586	8.898191481421236e-06	1.262438490812201e-05	2.7550133381737396e-05	2.484307697159238e-05	0.340817520438011	2.5486009690212086e-05	2.6195228201686405e-05	1.763478940119967e-05	1.0678913895389996e-05	0.43507935591355	1.102659462048905e-05	9.329171007266268e-06	1.4524524885928258e-05
PLBD1	STR D1 MSN	UP	1.716768974723423	0.027474140748381615	-0.4954657340756844	0.021592626348137856	0.023206040263175964	0.037623751908540726	3.195153476553969e-05	0.4305482637065927	2.9920736778876744e-05	3.17860503855627e-05	4.5980068534845486e-05	8.163730853993911e-06	0.4674182577158727	8.128979061439168e-06	9.17839406611165e-06	5.316010174283292e-06	1.547158171888441e-05	0.3936248406210156	1.4363372429215815e-05	1.6744063032092527e-05	1.7247106370632537e-05
SLC12A9	STR D1 MSN	UP	1.7152823934501447	0.026584861800074577	-0.4364250986071016	0.02111618034541607	0.025857742875814438	0.032780662178993225	8.910297765396535e-06	0.3415463708111074	7.832648407202214e-06	9.642826626077294e-06	1.1634383554337546e-05	6.857215339550748e-05	-0.45684992124803125	6.917338032508269e-05	6.785731966374442e-05	6.772176129743457e-05	2.7798319933936e-05	0.8693885387972563	2.3083746782504022e-05	3.079454836552031e-05	4.654789518099278e-05
PEBP4	STR D1 MSN	UP	1.7098891079196088	0.060541920363903046	-0.47301124154361573	0.049608949571847916	0.05658859759569168	0.07542819529771805	2.9732342227362096e-05	0.5213620340508514	2.7630558179225773e-05	2.9150067348382436e-05	4.6615765313617885e-05	2.8959484552615322e-05	0.08308707717692942	3.2778112654341385e-05	2.564044734754134e-05	1.9926294044125825e-05	1.0653565368556883e-05	0.6035217196472765	1.0287917575624306e-05	9.416268767381553e-06	1.8914963220595382e-05
HUNK	STR D1 MSN	UP	1.6787340596183329	0.19737568497657776	-0.15719005865516958	0.15831051766872406	0.16185078024864197	0.2719659209251404	0.0001443855435354635	-0.3919552988824721	0.0001405870571034029	0.0001455383753636852	0.00016221012629102916	1.7942436898010783e-05	0.40914738211484997	1.741718551784288e-05	2.1497111447388306e-05	9.964355740521569e-06	1.3179529560147785e-05	0.6324515033767301	1.1169800018251408e-05	1.2574825632327702e-05	2.9888740755268373e-05
B2M	STR D1 MSN	UP	1.6708491626673247	0.07444092631340027	-0.27628045614670776	0.05517072603106499	0.05954572930932045	0.10860630124807358	2.5348850613227114e-05	0.07238130953273832	2.1952666429569945e-05	2.8321273930487223e-05	3.0113975299173035e-05	1.4834847206657287e-05	0.222881572039301	1.5792913472978398e-05	1.4601995644625276e-05	1.0783154721138999e-05	2.2634252673015e-05	0.44332108302707574	2.0059298549313098e-05	2.5137715056189336e-05	2.885869616875425e-05
LINC01503	STR D1 MSN	UP	1.6389598375151506	0.031073294579982758	-0.4270646932285869	0.024579228833317757	0.02564152143895626	0.04299914464354515	6.510917592095211e-05	0.2449156228905723	6.12884177826345e-05	6.86779894749634e-05	6.917583232279867e-05	1.7543410422149464e-06	0.5627101001777443	1.299132691201521e-06	2.0629931896110065e-06	3.0900964702595957e-06	9.409334779775236e-06	0.4153777786293949	8.800646355666686e-06	1.0732823284342885e-05	7.491686119465157e-06
LINC00654	STR D1 MSN	UP	1.6362125889529437	0.04289326071739197	-0.31117671312134004	0.03654385730624199	0.03734947368502617	0.054786454886198044	2.2461192202172242e-05	0.4000555014923059	2.094500814564526e-05	2.1643452782882378e-05	3.692873360705562e-05	5.89219962421339e-05	0.15089477236930923	6.352026684908196e-05	5.8601872297003865e-05	3.710222154040821e-05	3.856529656331986e-05	0.15865596639916	4.348377842688933e-05	3.217732592020184e-05	3.411472789593972e-05
MYH14	STR D1 MSN	UP	1.6271763018297318	0.044271185994148254	-0.5405801127415576	0.029764071106910706	0.03247945010662079	0.07057006657123566	4.57877540611662e-05	0.2761554038850972	4.335465928306803e-05	4.7373636334668845e-05	5.2329229220049456e-05	4.187225931673311e-05	0.5252051301282533	4.204366632620804e-05	4.1473947931081057e-05	4.220909613650292e-05	5.0202899728901684e-05	0.16531313282832072	4.992559479433112e-05	5.24959214089904e-05	4.1501356463413686e-05
GBE1	STR D1 MSN	UP	1.6216514974384273	0.1845882534980774	-0.15252344883195704	0.14957013726234436	0.15884797275066376	0.24534644186496735	3.899625880876556e-05	0.06700667516687918	3.459052459220402e-05	4.172004628344439e-05	5.169198993826285e-05	6.193656190589536e-06	0.36736192446992516	6.280829438765068e-06	6.898058018123265e-06	3.665510575956432e-06	2.016565849771723e-05	0.3351083777094428	1.8971013560076244e-05	1.9630806491477415e-05	3.0910367058822885e-05
ZNF804B	STR D1 MSN	UP	1.6145112391997696	0.10696640610694885	0.1627905303105019	0.07427217811346054	0.09897895157337189	0.14764811098575592	1.7659520381130278e-05	-0.12988674716867923	1.537412390462123e-05	1.898873597383499e-05	2.4726896299398504e-05	3.229913636459969e-05	-0.32725118127953207	3.164135341648944e-05	3.465269765001722e-05	2.8551992727443576e-05	2.7567581128096208e-05	0.4309622740568515	2.9083354093017988e-05	2.5112603907473385e-05	2.8448828743421473e-05
GARIN2	STR D1 MSN	UP	1.614029953899111	0.026623722165822983	-0.5727284701260393	0.017629899084568024	0.021741144359111786	0.040500104427337646	4.3227850255789235e-05	0.427179179479487	4.2521540308371186e-05	4.3701453250832856e-05	4.505044853431173e-05	4.116531272302382e-06	0.45588950247148285	4.140828878007596e-06	3.5750192637351574e-06	5.6078361012623645e-06	5.936698016739683e-06	0.494770812109018	4.6777090574323665e-06	8.393686584895477e-06	3.269274884587503e-06
RPL32	STR D1 MSN	UP	1.6102997409624429	0.21524669229984283	0.35133449626434526	0.16659767925739288	0.18415819108486176	0.2949839234352112	8.46738985273987e-05	-0.3280462011550289	8.0623067333363e-05	8.722895290702581e-05	9.605534432921559e-05	1.1233853911107872e-05	0.5589447765913187	1.0388098417024594e-05	1.3603029401565436e-05	8.37121933727758e-06	1.1021246791642625e-05	0.5814429084473841	9.270534064853564e-06	1.2336073268670589e-05	1.7047068467945792e-05
STOM	STR D1 MSN	UP	1.5982757080995038	0.039589494466781616	-0.485106646137005	0.029697513207793236	0.03416433185338974	0.05490664765238762	3.8415735616581514e-05	0.062905572639316	3.57354583684355e-05	4.088781861355528e-05	4.144974082009867e-05	4.704073944594711e-06	0.21820874274514165	5.4437141443486325e-06	3.87698446502327e-06	3.502673052935279e-06	1.076192256732611e-05	0.38450504519454903	9.03239651961485e-06	1.1948931387451012e-05	1.723316927382257e-05
ZNF433-AS1	STR D1 MSN	UP	1.5490091751798778	0.10126692056655884	-0.2881860388369792	0.07876300811767578	0.08948112279176712	0.13555657863616943	3.5803539503831416e-05	-0.03043126078151954	3.255963383708149e-05	3.8211699575185776e-05	4.283469024812803e-05	3.231502887501847e-06	0.4670161059559052	3.2759487567091128e-06	3.23648305311508e-06	2.9965640351292677e-06	1.0581608876236714e-05	0.5329957177981789	8.970269846031442e-06	1.2245933248777874e-05	1.4024032680026721e-05
COPS8-DT	STR D1 MSN	UP	1.5430690449755124	0.11534736305475235	-0.34306185145092344	0.1016932800412178	0.10545934736728668	0.1388894021511078	5.75367703277152e-05	-0.1823160579014476	5.4863907280378044e-05	5.7943587307818234e-05	7.240577542688698e-05	2.3308621166506782e-06	0.44509264632950474	2.3737779883958865e-06	2.48713013206725e-06	1.653243543842109e-06	4.242062004777836e-06	0.6992889535670207	3.469278908596607e-06	4.127505690121325e-06	1.0120708793692756e-05
